Vertex 1,Vertex 2,Bond Strength
Collins,Conrad,0.686
Collins,Corker,0.683
Collins,Cornyn,0.663
Collins,Craig,0.683
Collins,Crapo,0.683
Collins,DeMint,0.618
Collins,Dodd,0.623
Collins,Dole,0.659
Collins,Domenici,0.724
Collins,Dorgan,0.682
Collins,Durbin,0.665
Collins,Ensign,0.66
Collins,Enzi,0.637
Collins,Feingold,0.649
Collins,Feinstein,0.683
Collins,Graham,0.675
Collins,Grassley,0.714
Collins,Gregg,0.664
Collins,Hagel,0.632
Collins,Harkin,0.682
Collins,Hatch,0.678
Collins,Hutchison,0.675
Collins,Inhofe,0.614
Collins,Inouye,0.645
Collins,Isakson,0.679
Collins,Kennedy,0.675
Collins,Kerry,0.687
Collins,Klobuchar,0.686
Collins,Kohl,0.678
Collins,Kyl,0.639
Collins,Landrieu,0.674
Collins,Lautenberg,0.676
Collins,Leahy,0.683
Collins,Levin,0.661
Collins,Lieberman,0.698
Collins,Lincoln,0.693
Collins,Lott,0.671
Collins,Lugar,0.743
Collins,Martinez,0.68
Collins,McCain,0.758
Collins,McCaskill,0.657
Collins,McConnell,0.673
Collins,Menendez,0.672
Collins,Mikulski,0.684
Collins,Murkowski,0.763
Collins,Murray,0.676
Collins,Nelson (FL),0.705
Collins,Nelson (NE),0.725
Collins,Obama,0.65
Collins,Pryor,0.714
Collins,Reed,0.687
Collins,Reid,0.649
Collins,Roberts,0.694
Collins,Rockefeller,0.651
Collins,Salazar,0.706
Collins,Sanders,0.675
Collins,Schumer,0.677
Collins,Sessions,0.696
Collins,Shelby,0.689
Collins,Smith,0.761
Collins,Snowe,0.886
Collins,Specter,0.74
Collins,Stabenow,0.658
Collins,Stevens,0.736
Collins,Sununu,0.702
Collins,Tester,0.687
Collins,Thune,0.72
Collins,Vitter,0.636
Collins,Voinovich,0.688
Collins,Warner,0.744
Collins,Webb,0.673
Collins,Whitehouse,0.676
Collins,Wyden,0.697
Conrad,Corker,0.5
Conrad,Cornyn,0.417
Conrad,Craig,0.479
Conrad,Crapo,0.47
Conrad,DeMint,0.361
Conrad,Dodd,0.88
Conrad,Dole,0.431
Conrad,Domenici,0.54
Conrad,Dorgan,0.909
Conrad,Durbin,0.897
Conrad,Ensign,0.413
Conrad,Enzi,0.42
Conrad,Feingold,0.843
Conrad,Feinstein,0.864
Conrad,Graham,0.439
Conrad,Grassley,0.521
Conrad,Gregg,0.437
Conrad,Hagel,0.528
Conrad,Harkin,0.888
Conrad,Hatch,0.477
Conrad,Hutchison,0.471
Conrad,Inhofe,0.386
Conrad,Inouye,0.889
Conrad,Isakson,0.455
Conrad,Kennedy,0.838
Conrad,Kerry,0.871
Conrad,Klobuchar,0.913
Conrad,Kohl,0.888
Conrad,Kyl,0.412
Conrad,Landrieu,0.855
Conrad,Lautenberg,0.892
Conrad,Leahy,0.888
Conrad,Levin,0.897
Conrad,Lieberman,0.822
Conrad,Lincoln,0.867
Conrad,Lott,0.475
Conrad,Lugar,0.583
Conrad,Martinez,0.465
Conrad,McCain,0.467
Conrad,McCaskill,0.835
Conrad,McConnell,0.479
Conrad,Menendez,0.88
Conrad,Mikulski,0.901
Conrad,Murkowski,0.575
Conrad,Murray,0.901
Conrad,Nelson (FL),0.88
Conrad,Nelson (NE),0.843
Conrad,Obama,0.876
Conrad,Pryor,0.868
Conrad,Reed,0.905
Conrad,Reid,0.893
Conrad,Roberts,0.477
Conrad,Rockefeller,0.901
Conrad,Salazar,0.884
Conrad,Sanders,0.876
Conrad,Schumer,0.889
Conrad,Sessions,0.477
Conrad,Shelby,0.5
Conrad,Smith,0.653
Conrad,Snowe,0.736
Conrad,Specter,0.649
Conrad,Stabenow,0.897
Conrad,Stevens,0.571
Conrad,Sununu,0.483
Conrad,Tester,0.86
Conrad,Thune,0.521
Conrad,Vitter,0.453
Conrad,Voinovich,0.582
Conrad,Warner,0.537
Conrad,Webb,0.876
Conrad,Whitehouse,0.905
Conrad,Wyden,0.905
Corker,Cornyn,0.864
Corker,Craig,0.823
Corker,Crapo,0.852
Corker,DeMint,0.824
Corker,Dodd,0.448
Corker,Dole,0.866
Corker,Domenici,0.77
Corker,Dorgan,0.533
Corker,Durbin,0.45
Corker,Ensign,0.868
Corker,Enzi,0.863
Corker,Feingold,0.465
Corker,Feinstein,0.457
Corker,Graham,0.797
Corker,Grassley,0.86
Corker,Gregg,0.782
Corker,Hagel,0.693
Corker,Harkin,0.467
Corker,Hatch,0.849
Corker,Hutchison,0.833
Corker,Inhofe,0.833
Corker,Inouye,0.401
Corker,Isakson,0.856
Corker,Kennedy,0.458
Corker,Kerry,0.455
Corker,Klobuchar,0.477
Corker,Kohl,0.469
Corker,Kyl,0.777
Corker,Landrieu,0.558
Corker,Lautenberg,0.452
Corker,Leahy,0.461
Corker,Levin,0.434
Corker,Lieberman,0.508
Corker,Lincoln,0.49
Corker,Lott,0.804
Corker,Lugar,0.757
Corker,Martinez,0.826
Corker,McCain,0.825
Corker,McCaskill,0.539
Corker,McConnell,0.885
Corker,Menendez,0.453
Corker,Mikulski,0.465
Corker,Murkowski,0.804
Corker,Murray,0.469
Corker,Nelson (FL),0.494
Corker,Nelson (NE),0.58
Corker,Obama,0.442
Corker,Pryor,0.547
Corker,Reed,0.461
Corker,Reid,0.49
Corker,Roberts,0.834
Corker,Rockefeller,0.513
Corker,Salazar,0.49
Corker,Sanders,0.469
Corker,Schumer,0.455
Corker,Sessions,0.852
Corker,Shelby,0.852
Corker,Smith,0.695
Corker,Snowe,0.658
Corker,Specter,0.686
Corker,Stabenow,0.453
Corker,Stevens,0.792
Corker,Sununu,0.831
Corker,Tester,0.551
Corker,Thune,0.893
Corker,Vitter,0.827
Corker,Voinovich,0.726
Corker,Warner,0.81
Corker,Webb,0.506
Corker,Whitehouse,0.449
Corker,Wyden,0.461
Cornyn,Craig,0.86
Cornyn,Crapo,0.891
Cornyn,DeMint,0.903
Cornyn,Dodd,0.344
Cornyn,Dole,0.909
Cornyn,Domenici,0.816
Cornyn,Dorgan,0.438
Cornyn,Durbin,0.368
Cornyn,Ensign,0.889
Cornyn,Enzi,0.912
Cornyn,Feingold,0.37
Cornyn,Feinstein,0.395
Cornyn,Graham,0.886
Cornyn,Grassley,0.844
Cornyn,Gregg,0.836
Cornyn,Hagel,0.771
Cornyn,Harkin,0.372
Cornyn,Hatch,0.87
Cornyn,Hutchison,0.9
Cornyn,Inhofe,0.914
Cornyn,Inouye,0.323
Cornyn,Isakson,0.914
Cornyn,Kennedy,0.404
Cornyn,Kerry,0.403
Cornyn,Klobuchar,0.383
Cornyn,Kohl,0.366
Cornyn,Kyl,0.882
Cornyn,Landrieu,0.496
Cornyn,Lautenberg,0.378
Cornyn,Leahy,0.366
Cornyn,Levin,0.38
Cornyn,Lieberman,0.438
Cornyn,Lincoln,0.415
Cornyn,Lott,0.871
Cornyn,Lugar,0.753
Cornyn,Martinez,0.88
Cornyn,McCain,0.892
Cornyn,McCaskill,0.486
Cornyn,McConnell,0.897
Cornyn,Menendez,0.374
Cornyn,Mikulski,0.395
Cornyn,Murkowski,0.783
Cornyn,Murray,0.391
Cornyn,Nelson (FL),0.407
Cornyn,Nelson (NE),0.519
Cornyn,Obama,0.369
Cornyn,Pryor,0.486
Cornyn,Reed,0.366
Cornyn,Reid,0.395
Cornyn,Roberts,0.889
Cornyn,Rockefeller,0.409
Cornyn,Salazar,0.428
Cornyn,Sanders,0.366
Cornyn,Schumer,0.379
Cornyn,Sessions,0.873
Cornyn,Shelby,0.86
Cornyn,Smith,0.695
Cornyn,Snowe,0.617
Cornyn,Specter,0.686
Cornyn,Stabenow,0.399
Cornyn,Stevens,0.792
Cornyn,Sununu,0.843
Cornyn,Tester,0.449
Cornyn,Thune,0.872
Cornyn,Vitter,0.871
Cornyn,Voinovich,0.73
Cornyn,Warner,0.843
Cornyn,Webb,0.428
Cornyn,Whitehouse,0.354
Cornyn,Wyden,0.374
Craig,Crapo,0.93
Craig,Dodd,0.432
Craig,Dole,0.81
Craig,Domenici,0.841
Craig,Dorgan,0.471
Craig,Durbin,0.442
Craig,Ensign,0.864
Craig,Enzi,0.854
Craig,Feingold,0.457
Craig,Feinstein,0.457
Craig,Graham,0.882
Craig,Grassley,0.84
Craig,Gregg,0.79
Craig,Hagel,0.805
Craig,Harkin,0.467
Craig,Hatch,0.874
Craig,Hutchison,0.846
Craig,Inhofe,0.807
Craig,Inouye,0.433
Craig,Isakson,0.864
Craig,Kennedy,0.467
Craig,Kerry,0.476
Craig,Klobuchar,0.477
Craig,Kohl,0.461
Craig,Kyl,0.874
Craig,Landrieu,0.5
Craig,Lautenberg,0.436
Craig,Leahy,0.457
Craig,Levin,0.442
Craig,Lieberman,0.504
Craig,Lincoln,0.498
Craig,Lott,0.863
Craig,Lugar,0.786
Craig,Martinez,0.871
Craig,McCain,0.875
Craig,McCaskill,0.49
Craig,McConnell,0.881
Craig,Menendez,0.436
Craig,Mikulski,0.457
Craig,Murkowski,0.825
Craig,Murray,0.461
Craig,Nelson (FL),0.456
Craig,Nelson (NE),0.572
Craig,Obama,0.433
Craig,Pryor,0.539
Craig,Reed,0.449
Craig,Reid,0.477
Craig,Roberts,0.855
Craig,Rockefeller,0.44
Craig,Salazar,0.514
Craig,Sanders,0.436
Craig,Schumer,0.434
Craig,Sessions,0.835
Craig,Shelby,0.844
Craig,Smith,0.716
Craig,Snowe,0.65
Craig,Specter,0.74
Craig,Stabenow,0.436
Craig,Stevens,0.818
Craig,Sununu,0.793
Craig,Tester,0.49
Craig,Thune,0.848
Craig,Vitter,0.813
Craig,Voinovich,0.734
Craig,Warner,0.835
Craig,Webb,0.49
Craig,Whitehouse,0.453
Craig,Wyden,0.469
Crapo,DeMint,0.826
Crapo,Dodd,0.383
Crapo,Dole,0.804
Crapo,Domenici,0.822
Crapo,Dorgan,0.504
Crapo,Durbin,0.409
Crapo,Ensign,0.839
Crapo,Enzi,0.85
Crapo,Feingold,0.409
Crapo,Feinstein,0.426
Crapo,Graham,0.813
Crapo,Grassley,0.865
Crapo,Gregg,0.77
Crapo,Hagel,0.717
Crapo,Harkin,0.439
Crapo,Hatch,0.883
Crapo,Hutchison,0.852
Crapo,Inhofe,0.796
Crapo,Inouye,0.364
Crapo,Isakson,0.887
Crapo,Kennedy,0.426
Crapo,Kerry,0.417
Crapo,Klobuchar,0.448
Crapo,Kohl,0.43
Crapo,Kyl,0.809
Crapo,Landrieu,0.487
Crapo,Lautenberg,0.413
Crapo,Leahy,0.417
Crapo,Levin,0.413
Crapo,Lieberman,0.478
Crapo,Lincoln,0.478
Crapo,Lott,0.843
Crapo,Lugar,0.77
Crapo,Martinez,0.804
Crapo,McCain,0.8
Crapo,McCaskill,0.491
Crapo,McConnell,0.904
Crapo,Menendez,0.413
Crapo,Murkowski,0.817
Crapo,Murray,0.43
Crapo,Nelson (FL),0.422
Crapo,Nelson (NE),0.583
Crapo,Obama,0.382
Crapo,Pryor,0.543
Crapo,Reed,0.422
Crapo,Reid,0.443
Crapo,Roberts,0.883
Crapo,Rockefeller,0.452
Crapo,Salazar,0.491
Crapo,Sanders,0.435
Crapo,Schumer,0.391
Crapo,Sessions,0.848
Crapo,Shelby,0.87
Crapo,Smith,0.713
Crapo,Snowe,0.648
Crapo,Specter,0.696
Crapo,Stabenow,0.43
Crapo,Stevens,0.774
Crapo,Sununu,0.835
Crapo,Tester,0.517
Crapo,Thune,0.874
Crapo,Vitter,0.818
Crapo,Voinovich,0.691
Crapo,Warner,0.813
Crapo,Webb,0.461
Crapo,Whitehouse,0.422
Crapo,Wyden,0.43
DeMint,Dodd,0.251
DeMint,Dole,0.884
DeMint,Domenici,0.723
DeMint,Dorgan,0.408
DeMint,Durbin,0.311
DeMint,Enzi,0.867
DeMint,Feingold,0.324
DeMint,Feinstein,0.332
DeMint,Graham,0.831
DeMint,Grassley,0.819
DeMint,Gregg,0.798
DeMint,Hagel,0.714
DeMint,Harkin,0.332
DeMint,Hatch,0.811
DeMint,Hutchison,0.803
DeMint,Inhofe,0.91
DeMint,Inouye,0.267
DeMint,Isakson,0.857
DeMint,Kennedy,0.328
DeMint,Kerry,0.33
DeMint,Klobuchar,0.328
DeMint,Kohl,0.315
DeMint,Kyl,0.824
DeMint,Landrieu,0.445
DeMint,Lautenberg,0.307
DeMint,Leahy,0.319
DeMint,Levin,0.324
DeMint,Lieberman,0.366
DeMint,Lott,0.815
DeMint,Lugar,0.681
DeMint,McCain,0.825
DeMint,McCaskill,0.454
DeMint,McConnell,0.853
DeMint,Menendez,0.311
DeMint,Mikulski,0.332
DeMint,Murkowski,0.71
DeMint,Murray,0.328
DeMint,Nelson (FL),0.345
DeMint,Nelson (NE),0.483
DeMint,Obama,0.3
DeMint,Pryor,0.445
DeMint,Reed,0.315
DeMint,Reid,0.336
DeMint,Roberts,0.813
DeMint,Rockefeller,0.371
DeMint,Salazar,0.353
DeMint,Sanders,0.332
DeMint,Schumer,0.319
DeMint,Sessions,0.857
DeMint,Shelby,0.853
DeMint,Smith,0.651
DeMint,Snowe,0.58
DeMint,Specter,0.597
DeMint,Stabenow,0.345
DeMint,Stevens,0.701
DeMint,Sununu,0.819
DeMint,Tester,0.42
DeMint,Thune,0.828
DeMint,Vitter,0.853
DeMint,Voinovich,0.662
DeMint,Warner,0.761
DeMint,Webb,0.391
DeMint,Whitehouse,0.298
DeMint,Wyden,0.332
Dodd,Dole,0.322
Dodd,Domenici,0.536
Dodd,Dorgan,0.847
Dodd,Durbin,0.94
Dodd,Ensign,0.344
Dodd,Enzi,0.317
Dodd,Feingold,0.907
Dodd,Feinstein,0.918
Dodd,Graham,0.377
Dodd,Grassley,0.426
Dodd,Gregg,0.377
Dodd,Hagel,0.459
Dodd,Harkin,0.94
Dodd,Hatch,0.404
Dodd,Hutchison,0.41
Dodd,Inhofe,0.29
Dodd,Inouye,0.836
Dodd,Isakson,0.372
Dodd,Kennedy,0.929
Dodd,Kerry,0.885
Dodd,Klobuchar,0.956
Dodd,Kohl,0.951
Dodd,Kyl,0.361
Dodd,Landrieu,0.792
Dodd,Lautenberg,0.929
Dodd,Leahy,0.929
Dodd,Levin,0.902
Dodd,Lieberman,0.863
Dodd,Lincoln,0.902
Dodd,Lott,0.399
Dodd,Lugar,0.557
Dodd,Martinez,0.399
Dodd,McCain,0.317
Dodd,McCaskill,0.803
Dodd,McConnell,0.41
Dodd,Menendez,0.945
Dodd,Mikulski,0.913
Dodd,Murkowski,0.541
Dodd,Murray,0.934
Dodd,Nelson (FL),0.885
Dodd,Nelson (NE),0.781
Dodd,Obama,0.874
Dodd,Pryor,0.842
Dodd,Reed,0.94
Dodd,Reid,0.929
Dodd,Roberts,0.404
Dodd,Rockefeller,0.836
Dodd,Salazar,0.902
Dodd,Sanders,0.918
Dodd,Schumer,0.896
Dodd,Sessions,0.377
Dodd,Shelby,0.437
Dodd,Smith,0.574
Dodd,Snowe,0.672
Dodd,Specter,0.656
Dodd,Stabenow,0.874
Dodd,Stevens,0.525
Dodd,Sununu,0.415
Dodd,Tester,0.831
Dodd,Thune,0.443
Dodd,Vitter,0.339
Dodd,Voinovich,0.514
Dodd,Warner,0.497
Dodd,Webb,0.869
Dodd,Whitehouse,0.962
Dodd,Wyden,0.918
Dole,Domenici,0.763
Dole,Dorgan,0.474
Dole,Durbin,0.379
Dole,Ensign,0.841
Dole,Enzi,0.858
Dole,Feingold,0.392
Dole,Feinstein,0.397
Dole,Graham,0.797
Dole,Grassley,0.819
Dole,Gregg,0.776
Dole,Hagel,0.706
Dole,Harkin,0.397
Dole,Hatch,0.819
Dole,Hutchison,0.841
Dole,Inhofe,0.858
Dole,Inouye,0.332
Dole,Isakson,0.892
Dole,Kennedy,0.401
Dole,Kerry,0.397
Dole,Klobuchar,0.397
Dole,Kohl,0.392
Dole,Kyl,0.806
Dole,Landrieu,0.517
Dole,Lautenberg,0.388
Dole,Leahy,0.401
Dole,Levin,0.397
Dole,Lieberman,0.435
Dole,Lincoln,0.422
Dole,Lott,0.806
Dole,Lugar,0.746
Dole,Martinez,0.836
Dole,McCain,0.85
Dole,McCaskill,0.522
Dole,McConnell,0.897
Dole,Menendez,0.392
Dole,Mikulski,0.418
Dole,Murkowski,0.767
Dole,Murray,0.405
Dole,Nelson (FL),0.414
Dole,Nelson (NE),0.552
Dole,Obama,0.359
Dole,Pryor,0.509
Dole,Reed,0.392
Dole,Reid,0.418
Dole,Roberts,0.841
Dole,Rockefeller,0.44
Dole,Salazar,0.422
Dole,Sanders,0.401
Dole,Schumer,0.375
Dole,Sessions,0.845
Dole,Shelby,0.845
Dole,Smith,0.711
Dole,Snowe,0.629
Dole,Specter,0.642
Dole,Stabenow,0.422
Dole,Stevens,0.758
Dole,Sununu,0.841
Dole,Tester,0.496
Dole,Thune,0.853
Dole,Vitter,0.822
Dole,Voinovich,0.711
Dole,Warner,0.81
Dole,Webb,0.44
Dole,Whitehouse,0.379
Dole,Wyden,0.405
Domenici,Dorgan,0.527
Domenici,Durbin,0.523
Domenici,Ensign,0.757
Domenici,Enzi,0.77
Domenici,Feingold,0.473
Domenici,Feinstein,0.544
Domenici,Graham,0.772
Domenici,Grassley,0.741
Domenici,Gregg,0.739
Domenici,Hagel,0.736
Domenici,Harkin,0.519
Domenici,Hatch,0.795
Domenici,Hutchison,0.795
Domenici,Inhofe,0.73
Domenici,Inouye,0.493
Domenici,Isakson,0.808
Domenici,Kennedy,0.556
Domenici,Kerry,0.532
Domenici,Klobuchar,0.54
Domenici,Kohl,0.519
Domenici,Kyl,0.786
Domenici,Landrieu,0.548
Domenici,Lautenberg,0.523
Domenici,Leahy,0.515
Domenici,Levin,0.519
Domenici,Lieberman,0.577
Domenici,Lincoln,0.548
Domenici,Lott,0.803
Domenici,Lugar,0.828
Domenici,Martinez,0.799
Domenici,McCain,0.808
Domenici,McCaskill,0.531
Domenici,McConnell,0.841
Domenici,Menendez,0.523
Domenici,Mikulski,0.527
Domenici,Murkowski,0.854
Domenici,Murray,0.548
Domenici,Nelson (FL),0.51
Domenici,Nelson (NE),0.615
Domenici,Obama,0.493
Domenici,Pryor,0.577
Domenici,Reed,0.51
Domenici,Reid,0.552
Domenici,Roberts,0.813
Domenici,Rockefeller,0.522
Domenici,Salazar,0.586
Domenici,Sanders,0.51
Domenici,Schumer,0.515
Domenici,Sessions,0.734
Domenici,Shelby,0.762
Domenici,Smith,0.724
Domenici,Snowe,0.661
Domenici,Specter,0.77
Domenici,Stabenow,0.515
Domenici,Stevens,0.831
Domenici,Sununu,0.766
Domenici,Tester,0.515
Domenici,Thune,0.787
Domenici,Vitter,0.72
Domenici,Voinovich,0.743
Domenici,Warner,0.87
Domenici,Webb,0.54
Domenici,Whitehouse,0.515
Domenici,Wyden,0.515
Dorgan,Durbin,0.86
Dorgan,Ensign,0.434
Dorgan,Enzi,0.447
Dorgan,Feingold,0.806
Dorgan,Graham,0.405
Dorgan,Grassley,0.558
Dorgan,Gregg,0.441
Dorgan,Hagel,0.494
Dorgan,Harkin,0.851
Dorgan,Hatch,0.498
Dorgan,Hutchison,0.483
Dorgan,Inhofe,0.421
Dorgan,Inouye,0.843
Dorgan,Isakson,0.471
Dorgan,Kennedy,0.804
Dorgan,Kerry,0.837
Dorgan,Klobuchar,0.884
Dorgan,Kohl,0.86
Dorgan,Kyl,0.403
Dorgan,Landrieu,0.851
Dorgan,Lautenberg,0.842
Dorgan,Leahy,0.839
Dorgan,Levin,0.86
Dorgan,Lieberman,0.777
Dorgan,Lincoln,0.863
Dorgan,Lott,0.475
Dorgan,Lugar,0.545
Dorgan,Martinez,0.436
Dorgan,McCain,0.467
Dorgan,McCaskill,0.88
Dorgan,McConnell,0.5
Dorgan,Menendez,0.835
Dorgan,Mikulski,0.847
Dorgan,Murkowski,0.575
Dorgan,Murray,0.847
Dorgan,Nelson (FL),0.834
Dorgan,Nelson (NE),0.843
Dorgan,Obama,0.843
Dorgan,Pryor,0.888
Dorgan,Reed,0.86
Dorgan,Reid,0.855
Dorgan,Roberts,0.511
Dorgan,Rockefeller,0.927
Dorgan,Salazar,0.855
Dorgan,Sanders,0.872
Dorgan,Schumer,0.847
Dorgan,Sessions,0.506
Dorgan,Shelby,0.529
Dorgan,Smith,0.669
Dorgan,Snowe,0.723
Dorgan,Specter,0.624
Dorgan,Stabenow,0.884
Dorgan,Stevens,0.576
Dorgan,Sununu,0.521
Dorgan,Tester,0.909
Dorgan,Thune,0.558
Dorgan,Vitter,0.511
Dorgan,Voinovich,0.574
Dorgan,Warner,0.525
Dorgan,Webb,0.88
Dorgan,Whitehouse,0.86
Dorgan,Wyden,0.851
Durbin,Ensign,0.366
Durbin,Enzi,0.341
Durbin,Feingold,0.913
Durbin,Feinstein,0.938
Durbin,Graham,0.426
Durbin,Grassley,0.446
Durbin,Gregg,0.399
Durbin,Hagel,0.498
Durbin,Harkin,0.93
Durbin,Hatch,0.414
Durbin,Hutchison,0.425
Durbin,Inhofe,0.326
Durbin,Inouye,0.935
Durbin,Isakson,0.409
Durbin,Kennedy,0.908
Durbin,Kerry,0.927
Durbin,Klobuchar,0.946
Durbin,Kohl,0.959
Durbin,Kyl,0.403
Durbin,Landrieu,0.818
Durbin,Lautenberg,0.963
Durbin,Leahy,0.913
Durbin,Levin,0.942
Durbin,Lieberman,0.88
Durbin,Lincoln,0.867
Durbin,Lott,0.408
Durbin,Lugar,0.55
Durbin,Martinez,0.448
Durbin,McCain,0.475
Durbin,McCaskill,0.839
Durbin,McConnell,0.413
Durbin,Menendez,0.955
Durbin,Mikulski,0.942
Durbin,Murkowski,0.521
Durbin,Murray,0.959
Durbin,Nelson (FL),0.921
Durbin,Nelson (NE),0.773
Durbin,Obama,0.954
Durbin,Pryor,0.818
Durbin,Reed,0.938
Durbin,Reid,0.942
Durbin,Roberts,0.4
Durbin,Rockefeller,0.879
Durbin,Salazar,0.901
Durbin,Sanders,0.905
Durbin,Schumer,0.966
Durbin,Sessions,0.401
Durbin,Shelby,0.442
Durbin,Smith,0.616
Durbin,Snowe,0.694
Durbin,Specter,0.653
Durbin,Stabenow,0.921
Durbin,Stevens,0.506
Durbin,Sununu,0.434
Durbin,Tester,0.826
Durbin,Thune,0.455
Durbin,Vitter,0.387
Durbin,Voinovich,0.574
Durbin,Warner,0.504
Durbin,Webb,0.897
Durbin,Whitehouse,0.946
Durbin,Wyden,0.93
Ensign,Enzi,0.832
Ensign,Feingold,0.387
Ensign,Feinstein,0.396
Ensign,Graham,0.851
Ensign,Grassley,0.834
Ensign,Gregg,0.809
Ensign,Hagel,0.701
Ensign,Harkin,0.387
Ensign,Hatch,0.826
Ensign,Hutchison,0.813
Ensign,Inhofe,0.841
Ensign,Inouye,0.332
Ensign,Isakson,0.877
Ensign,Kennedy,0.379
Ensign,Kerry,0.369
Ensign,Klobuchar,0.391
Ensign,Kohl,0.383
Ensign,Kyl,0.821
Ensign,Landrieu,0.455
Ensign,Lautenberg,0.357
Ensign,Leahy,0.366
Ensign,Levin,0.353
Ensign,Lieberman,0.434
Ensign,Lincoln,0.417
Ensign,Lott,0.83
Ensign,Lugar,0.745
Ensign,Martinez,0.843
Ensign,McCain,0.85
Ensign,McCaskill,0.464
Ensign,McConnell,0.885
Ensign,Menendez,0.362
Ensign,Mikulski,0.374
Ensign,Murkowski,0.774
Ensign,Murray,0.379
Ensign,Nelson (FL),0.4
Ensign,Nelson (NE),0.523
Ensign,Obama,0.346
Ensign,Pryor,0.477
Ensign,Reed,0.366
Ensign,Reid,0.391
Ensign,Roberts,0.809
Ensign,Rockefeller,0.397
Ensign,Salazar,0.426
Ensign,Sanders,0.362
Ensign,Schumer,0.353
Ensign,Sessions,0.834
Ensign,Shelby,0.821
Ensign,Smith,0.706
Ensign,Snowe,0.621
Ensign,Specter,0.651
Ensign,Stabenow,0.366
Ensign,Stevens,0.762
Ensign,Sununu,0.834
Ensign,Tester,0.447
Ensign,Thune,0.855
Ensign,Vitter,0.778
Ensign,Voinovich,0.711
Ensign,Warner,0.8
Ensign,Webb,0.43
Ensign,Whitehouse,0.362
Ensign,Wyden,0.383
Enzi,Feingold,0.35
Enzi,Feinstein,0.363
Enzi,Graham,0.814
Enzi,Grassley,0.832
Enzi,Gregg,0.783
Enzi,Hagel,0.721
Enzi,Harkin,0.367
Enzi,Hatch,0.872
Enzi,Hutchison,0.827
Enzi,Inhofe,0.876
Enzi,Inouye,0.304
Enzi,Isakson,0.876
Enzi,Kennedy,0.381
Enzi,Kerry,0.363
Enzi,Klobuchar,0.385
Enzi,Kohl,0.367
Enzi,Kyl,0.796
Enzi,Landrieu,0.465
Enzi,Lautenberg,0.354
Enzi,Leahy,0.381
Enzi,Levin,0.354
Enzi,Lieberman,0.412
Enzi,Lincoln,0.416
Enzi,Lott,0.841
Enzi,Lugar,0.721
Enzi,Martinez,0.805
Enzi,McCain,0.742
Enzi,McCaskill,0.46
Enzi,McConnell,0.907
Enzi,Menendez,0.358
Enzi,Mikulski,0.372
Enzi,Murkowski,0.796
Enzi,Murray,0.376
Enzi,Nelson (FL),0.376
Enzi,Nelson (NE),0.549
Enzi,Obama,0.318
Enzi,Pryor,0.491
Enzi,Reed,0.376
Enzi,Reid,0.389
Enzi,Roberts,0.854
Enzi,Rockefeller,0.394
Enzi,Salazar,0.416
Enzi,Sanders,0.372
Enzi,Schumer,0.345
Enzi,Sessions,0.889
Enzi,Shelby,0.876
Enzi,Smith,0.655
Enzi,Snowe,0.588
Enzi,Specter,0.65
Enzi,Stabenow,0.381
Enzi,Stevens,0.748
Enzi,Sununu,0.836
Enzi,Tester,0.456
Enzi,Thune,0.854
Enzi,Vitter,0.791
Enzi,Voinovich,0.677
Enzi,Warner,0.783
Enzi,Webb,0.412
Enzi,Whitehouse,0.354
Enzi,Wyden,0.372
Feingold,Feinstein,0.864
Feingold,Graham,0.439
Feingold,Grassley,0.478
Feingold,Gregg,0.408
Feingold,Hagel,0.519
Feingold,Harkin,0.917
Feingold,Hatch,0.418
Feingold,Hutchison,0.417
Feingold,Inhofe,0.339
Feingold,Inouye,0.894
Feingold,Isakson,0.407
Feingold,Kennedy,0.863
Feingold,Kerry,0.897
Feingold,Klobuchar,0.89
Feingold,Kohl,0.914
Feingold,Kyl,0.403
Feingold,Landrieu,0.793
Feingold,Lautenberg,0.909
Feingold,Leahy,0.889
Feingold,Levin,0.888
Feingold,Lieberman,0.839
Feingold,Lincoln,0.838
Feingold,Lott,0.392
Feingold,Lugar,0.547
Feingold,Martinez,0.452
Feingold,McCain,0.475
Feingold,McCaskill,0.804
Feingold,McConnell,0.396
Feingold,Menendez,0.91
Feingold,Mikulski,0.889
Feingold,Murkowski,0.496
Feingold,Murray,0.898
Feingold,Nelson (FL),0.888
Feingold,Nelson (NE),0.725
Feingold,Obama,0.917
Feingold,Pryor,0.763
Feingold,Reed,0.905
Feingold,Reid,0.869
Feingold,Roberts,0.396
Feingold,Rockefeller,0.849
Feingold,Salazar,0.837
Feingold,Sanders,0.885
Feingold,Schumer,0.894
Feingold,Sessions,0.422
Feingold,Shelby,0.443
Feingold,Smith,0.597
Feingold,Snowe,0.673
Feingold,Specter,0.616
Feingold,Stabenow,0.864
Feingold,Stevens,0.485
Feingold,Sununu,0.45
Feingold,Tester,0.819
Feingold,Thune,0.473
Feingold,Vitter,0.396
Feingold,Voinovich,0.544
Feingold,Warner,0.467
Feingold,Webb,0.837
Feingold,Whitehouse,0.918
Feingold,Wyden,0.902
Feinstein,Graham,0.46
Feinstein,Grassley,0.465
Feinstein,Gregg,0.424
Feinstein,Hagel,0.506
Feinstein,Harkin,0.905
Feinstein,Hatch,0.435
Feinstein,Hutchison,0.45
Feinstein,Inhofe,0.339
Feinstein,Inouye,0.899
Feinstein,Isakson,0.436
Feinstein,Kennedy,0.946
